IN-Joy Burget , 9.017984223031071, 38.85146852910261
Desta Gezaw Biru , 9.018924636219921, 38.850242759578215
Adanech Tesema Weldeyes , 9.019308747944466, 38.85000136076597
Desta Gezaw Biru , 9.018921987172122, 38.850242759578215
Abreham Fikeru Tariku , 9.01855641838991, 38.84856101451958
Sada Musamaa Jamal , 9.017343151227768, 38.84855565010153
CMC Apartment , 9.019192189947113, 38.847677157133305
Villa Hailu2 , 9.01784117404967, 38.84716217300052
Twin Building Apartment , 9.017374939939055, 38.846499667371354
Nabyout Trading , 9.019536565739722, 38.844372592073334
Gfg Business Group , 9.018196147343804, 38.844316265683815
East Africa Housing , 9.01740937770646, 38.844316265683815
Hirut Milash Worku , 9.01751534004709, 38.84326790299661
Shito Shemir Mukitar , 9.0182888641915, 38.84310160603707

























topline - 9.019759085307896, 38.862909934970084
